,title,url,rate,teach_rate,new_carr,advent,earn_more,level,lang,exec_time,chap_cnt,course_dur,chap_avg_dur,edu_name
820,Coaching Conversations,https://ru.coursera.org/learn/coaching-conversations,4.7,,67.0,80.0,50.0,1.0,2.0,,4,1260,315.0,Калифорнийский университет в Девисе
821,Учимся программировать: основы,https://ru.coursera.org/learn/learn-to-program,4.7,4.75,37.0,35.0,,1.0,2.0,,7,1500,214.28571428571428,Торонтский университет
822,Introduction to English Common Law,https://ru.coursera.org/learn/intro-common-law,4.8,4.72,67.0,33.0,,1.0,2.0,,6,1140,190.0,Лондонский университет
823,Positive Psychology: Martin E. P. Seligman’s Visionary Science,https://ru.coursera.org/learn/positive-psychology-visionary-science,4.8,4.9,62.0,45.0,,1.0,2.0,,4,1020,255.0,Пенсильванский университет
824,Организация хранения и обработки данных для клинических исследований,https://ru.coursera.org/learn/clinical-data-management,4.7,4.63,42.0,32.0,17.0,1.0,2.0,,6,1200,200.0,Университет Вандербильта
825,Memoir and Personal Essay: Managing Your Relationship with the Reader,https://ru.coursera.org/learn/memoir-reader-relationship,4.3,4.51,,,,1.0,2.0,,4,480,120.0,Уэслианский университет
826,Writing in First Person Point of View,https://ru.coursera.org/learn/first-person-pov,4.8,4.83,,,,,2.0,,4,660,165.0,Уэслианский университет
827,Writing a Personal Essay,https://ru.coursera.org/learn/personal-essay,4.4,,,,,,2.0,,4,660,165.0,Уэслианский университет
828,Writing Stories About Ourselves,https://ru.coursera.org/learn/writing-about-ourselves,4.3,4.57,,,,1.0,2.0,,4,720,180.0,Уэслианский университет
829,Brand Identity and Strategy,https://ru.coursera.org/learn/brand-identity-strategy,4.7,4.61,,,,2.0,2.0,,5,1020,204.0,Международная бизнес-школа IE
830, Brand & Content Marketing ,https://ru.coursera.org/learn/brand-and-content-marketing,4.3,4.4,,,,2.0,2.0,,5,1020,204.0,Международная бизнес-школа IE
831,From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,https://ru.coursera.org/learn/brand-image-high-impact-campaign,4.6,,,50.0,,1.0,2.0,,5,600,120.0,Международная бизнес-школа IE
832,Branding and Customer Experience,https://ru.coursera.org/learn/branding-and-cx,4.6,4.91,,,,2.0,2.0,,5,780,156.0,Международная бизнес-школа IE
833,Introduction to HTML5,https://ru.coursera.org/learn/html,4.7,4.8,46.0,45.0,13.0,,2.0,,3,720,240.0,Мичиганский университет
834,International Law in Action: the Arbitration of International Disputes,https://ru.coursera.org/learn/arbitration-international-disputes,4.8,4.83,62.0,46.0,22.0,,2.0,,4,540,135.0,Лейденский университет
835,Introduction to GIS Mapping,https://ru.coursera.org/learn/introduction-gis-mapping,4.8,4.92,,,,1.0,2.0,,6,840,140.0,Торонтский университет
836,GIS Data Acquisition and Map Design,https://ru.coursera.org/learn/gis-data-acquisition-map-design,4.9,4.84,,,,1.0,2.0,,7,1140,162.85714285714286,Торонтский университет
837,Spatial Analysis and Satellite Imagery in a GIS,https://ru.coursera.org/learn/spatial-analysis-satellite-imagery-in-a-gis,4.9,4.9,,,,1.0,2.0,,5,840,168.0,Торонтский университет
838,"GIS, Mapping, and Spatial Analysis Capstone",https://ru.coursera.org/learn/gis-mapping-spatial-analysis-capstone,4.9,,,,,1.0,2.0,,6,780,130.0,Торонтский университет
839,SQL for Data Science,https://ru.coursera.org/learn/sql-for-data-science,4.6,4.63,39.0,34.0,10.0,1.0,2.0,,4,840,210.0,Калифорнийский университет в Девисе
840,Позитивная психология ,https://ru.coursera.org/learn/positive-psychology,4.7,4.78,40.0,30.0,,,2.0,,6,540,90.0,Университет Северной Каролины в Чапел-Хилл
841,Маркетинг в цифровом мире,https://ru.coursera.org/learn/marketing-digital,4.7,4.83,48.0,46.0,,1.0,2.0,,4,1620,405.0,Иллинойсский университет в Урбане-Шампейне
842,Software Development Processes and Methodologies,https://ru.coursera.org/learn/software-processes,4.6,4.57,57.0,42.0,12.0,1.0,2.0,,4,960,240.0,Миннесотский университет
843,Гибкая разработка программного обеспечения,https://ru.coursera.org/learn/agile-software-development,4.7,4.69,,,,2.0,2.0,,4,660,165.0,Миннесотский университет
844,Lean Software Development,https://ru.coursera.org/learn/lean-software-development,4.4,4.8,50.0,33.0,,1.0,2.0,,4,660,165.0,Миннесотский университет
845,Engineering Practices for Building Quality Software,https://ru.coursera.org/learn/engineering-practices-secure-software-quality,4.3,,,,,2.0,2.0,,4,792,198.0,Миннесотский университет
846,Игрофикация,https://ru.coursera.org/learn/gamification,4.8,4.85,36.0,33.0,13.0,,2.0,,6,1080,180.0,Пенсильванский университет
847,Introduction to Financial Markets,https://ru.coursera.org/learn/financial-markets-intro?specialization=investment-strategy,4.6,4.58,50.0,46.0,,1.0,2.0,,4,420,105.0,Индийская школа бизнеса
848,Portfolio and Risk Management,https://ru.coursera.org/learn/portfolio-management?specialization=investment-strategy,4.4,4.72,,50.0,50.0,1.0,2.0,,5,600,120.0,Индийская школа бизнеса
849,Behavioral Investing,https://ru.coursera.org/learn/behavioral-investing?specialization=investment-strategy,4.5,4.56,,,,1.0,2.0,,4,600,150.0,Индийская школа бизнеса
850,Инвестиционная стратегия,https://ru.coursera.org/learn/investment-philosophy?specialization=investment-strategy,4.2,,,,,2.0,2.0,,4,720,180.0,Индийская школа бизнеса
851,Java for Android,https://ru.coursera.org/learn/java-for-android?specialization=android-app-development,4.5,4.62,58.0,56.0,20.0,1.0,2.0,,4,1200,300.0,Университет Вандербильта
852,"Android App Components - Intents, Activities, and Broadcast Receivers",https://ru.coursera.org/learn/androidapps?specialization=android-app-development,4.2,4.44,33.0,33.0,,,2.0,,4,600,150.0,Университет Вандербильта
853,"Android App Components - Services, Local IPC, and Content Providers",https://ru.coursera.org/learn/androidapps-2?specialization=android-app-development,4.3,3.83,40.0,33.0,20.0,1.0,2.0,,4,720,180.0,Университет Вандербильта
854,Engineering Maintainable Android Apps,https://ru.coursera.org/learn/engineeringandroidapps?specialization=android-app-development,4.5,4.83,25.0,25.0,14.0,,2.0,,4,366,91.5,Университет Вандербильта
855,Convolutional Neural Networks in TensorFlow,https://ru.coursera.org/learn/convolutional-neural-networks-tensorflow,4.7,4.79,,13.0,10.0,2.0,2.0,,4,1680,420.0,deeplearning.ai
856,Gestión Empresarial Exitosa para Pymes,https://ru.coursera.org/learn/gestionempresarialpyme,4.8,4.82,73.0,61.0,,,,,5,440,88.0,Папский Католический университет Чили
857,Поведенческие финансы,https://ru.coursera.org/learn/duke-behavioral-finance,4.4,4.4,42.0,27.0,,,2.0,,3,300,100.0,Университет Дьюка
858,Databases and SQL for Data Science,https://ru.coursera.org/learn/sql-data-science,4.7,4.58,38.0,33.0,,1.0,2.0,,4,840,210.0,IBM
859,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",https://ru.coursera.org/learn/advanced-valuation-and-strategy,4.7,4.61,,,,3.0,2.0,,5,1020,204.0,Роттердамский университет им. Эразма
860,Data Science Math Skills,https://ru.coursera.org/learn/datasciencemathskills,4.5,4.47,41.0,34.0,,1.0,2.0,,4,558,139.5,Университет Дьюка
861,Cost and Economics in Pricing Strategy,https://ru.coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics,4.8,4.76,29.0,38.0,21.0,1.0,2.0,,4,720,180.0,Виргинский университет
862,Customer Value in Pricing Strategy,https://ru.coursera.org/learn/uva-darden-bcg-pricing-strategy-customer-value,4.8,,50.0,50.0,,1.0,2.0,,4,900,225.0,Виргинский университет
863,Market and Competition in Pricing Strategy,https://ru.coursera.org/learn/uva-darden-bcg-pricing-strategy-market-competition,4.8,4.8,,,,1.0,2.0,,4,720,180.0,Виргинский университет
864,Pricing Strategy in Practice,https://ru.coursera.org/learn/uva-darden-bcg-pricing-strategy-practice,4.7,,,,,2.0,2.0,,4,780,195.0,Виргинский университет
865,Спортивный маркетинг,https://ru.coursera.org/learn/sports-marketing,4.7,4.66,,,,2.0,2.0,,6,720,120.0,Северо-Западный университет
866,Digital Competition in Financial Services,https://ru.coursera.org/learn/digital-competition-financial-services,4.6,4.37,54.0,33.0,,1.0,2.0,,4,484,121.0,Копенгагенская школа бизнеса
867,FinTech and the Transformation in Financial Services,https://ru.coursera.org/learn/fintech-transformation-financial-services,4.3,4.18,14.0,24.0,,1.0,2.0,,4,434,108.5,Копенгагенская школа бизнеса
868,Innovation Strategy: Developing Your Fintech strategy,https://ru.coursera.org/learn/innovation-strategy-fintech,4.6,4.5,33.0,40.0,,1.0,2.0,,4,545,136.25,Копенгагенская школа бизнеса
869,Digital Transformation of Financial Services - Capstone Project,https://ru.coursera.org/learn/digital-transformation-financial-services-project,4.4,,,20.0,25.0,2.0,2.0,,5,421,84.2,Копенгагенская школа бизнеса
870,API Design and Fundamentals of Google Cloud's Apigee API Platform,https://ru.coursera.org/learn/api-design-apigee-gcp,4.7,4.67,50.0,34.0,11.0,2.0,2.0,,2,184,92.0,Google Cloud
871,API Security on Google Cloud's Apigee API Platform,https://ru.coursera.org/learn/api-security-apigee-gcp,4.6,4.73,29.0,25.0,10.0,2.0,2.0,,2,305,152.5,Google Cloud
872,API Development on Google Cloud's Apigee API Platform,https://ru.coursera.org/learn/api-development-apigee-gcp,4.6,4.46,,20.0,,2.0,2.0,,2,184,92.0,Google Cloud
873,Сила макроэкономики: экономические принципы в реальном мире,https://ru.coursera.org/learn/principles-of-macroeconomics,4.6,4.76,26.0,30.0,28.0,,2.0,,13,1380,106.15384615384616,Калифорнийский университет в Ирвайне
874,Sustainable Fashion,https://ru.coursera.org/learn/sustainable-fashion,4.8,4.77,,,,1.0,2.0,,7,407,58.142857142857146,Копенгагенская школа бизнеса
875,History of Medical Cannabis,https://ru.coursera.org/learn/history-medical-cannabis-cbd-thc,4.8,4.69,,,,1.0,2.0,,4,1080,270.0,Колорадский университет в Боулдере
876,"Cannabis, Chronic Pain, and Related Disorders",https://ru.coursera.org/learn/pain-cannabis-cbd-thc,4.9,4.8,,,,1.0,2.0,,4,840,210.0,Колорадский университет в Боулдере
877,"Cannabis, Mental Health, and Brain Disorders",https://ru.coursera.org/learn/mentalhealth-cannabis-cbd-thc,4.8,4.66,,,,1.0,2.0,,4,900,225.0,Колорадский университет в Боулдере
878,Healthy Aging and the Future of Cannabis Research,https://ru.coursera.org/learn/aging-research-cannabis-cbd-thc,4.8,4.8,,,,1.0,2.0,,4,600,150.0,Колорадский университет в Боулдере
879,Introduction to Programming in Swift 5,https://ru.coursera.org/learn/swift-5-programming-introduction,4.4,4.53,,,,1.0,2.0,,4,567,141.75,LearnQuest
880,Introduction to iOS App Development with Swift 5,https://ru.coursera.org/learn/ios-app-development-swift-5,4.8,4.75,,,,2.0,2.0,,4,570,142.5,LearnQuest
881,"Tables, Data & Networking in iOS",https://ru.coursera.org/learn/swift-ios-tables-networking,4.6,,,,,3.0,2.0,,4,900,225.0,LearnQuest
882,iOS App Store & In-App Purchases,https://ru.coursera.org/learn/ios-swift-app-store-in-app-purchase,4.7,,,,,3.0,2.0,,3,660,220.0,LearnQuest
883,Nutrición y obesidad: control de sobrepeso,https://ru.coursera.org/learn/nutricion-obesidad-sobrepeso,4.8,4.8,60.0,67.0,50.0,1.0,,,4,840,210.0,Национальный автономный университет Мексики
884,Digital Product Management: Modern Fundamentals,https://ru.coursera.org/learn/uva-darden-digital-product-management,4.7,4.7,34.0,34.0,,1.0,2.0,,4,660,165.0,Виргинский университет
885,Создание современного компьютера с нуля: от Nand до Tetris (проектный курс),https://ru.coursera.org/learn/build-a-computer,4.9,4.89,39.0,33.0,,,2.0,,6,2160,360.0,Еврейский университет в Иерусалиме
886,AWS Fundamentals: Going Cloud-Native,https://ru.coursera.org/learn/aws-fundamentals-going-cloud-native,4.7,4.79,38.0,31.0,11.0,1.0,2.0,,5,480,96.0,Amazon Web Services
887,Supply Chain Analytics Essentials,https://ru.coursera.org/learn/supply-chain-analytics-essentials?specialization=supply-chain-analytics,4.6,4.53,,,,1.0,2.0,,4,600,150.0,Ратгерский университет штата Нью-Джерси
888,Business Intelligence and Competitive Analysis,https://ru.coursera.org/learn/businessintelligence?specialization=supply-chain-analytics,4.0,,,,,1.0,2.0,,4,540,135.0,Ратгерский университет штата Нью-Джерси
889,Demand Analytics,https://ru.coursera.org/learn/demand-analytics?specialization=supply-chain-analytics,4.5,4.61,,,,1.0,2.0,,4,480,120.0,Ратгерский университет штата Нью-Джерси
890,Inventory Analytics,https://ru.coursera.org/learn/inventoryanalytics?specialization=supply-chain-analytics,4.1,,,,,1.0,2.0,,4,540,135.0,Ратгерский университет штата Нью-Джерси
891,Introduction to Calculus,https://ru.coursera.org/learn/introduction-to-calculus,4.8,4.84,,50.0,,2.0,2.0,,5,3060,612.0,Сиднейский университет
892,Программирование на языке R,https://ru.coursera.org/learn/r-programming,4.5,4.41,36.0,35.0,11.0,2.0,2.0,,4,3480,870.0,Университет Джонса Хопкинса
893,Sequence Models,https://ru.coursera.org/learn/nlp-sequence-models,4.8,4.93,39.0,40.0,13.0,2.0,2.0,,3,900,300.0,deeplearning.ai
894,Google Cloud Platform Big Data and Machine Learning Fundamentals,https://ru.coursera.org/learn/gcp-big-data-ml-fundamentals,4.6,4.7,45.0,43.0,,2.0,2.0,,2,300,150.0,Google Cloud
895,Exploratory Data Analysis with MATLAB,https://ru.coursera.org/learn/exploratory-data-analysis-matlab,4.8,4.79,,,,1.0,2.0,,5,1080,216.0,MathWorks
896,Data Processing and Feature Engineering with MATLAB,https://ru.coursera.org/learn/feature-engineering-matlab,4.6,4.6,,,,2.0,2.0,,5,1020,204.0,MathWorks
897,Predictive Modeling and Machine Learning with MATLAB,https://ru.coursera.org/learn/predictive-modeling-machine-learning,,,,,,2.0,2.0,,3,900,300.0,MathWorks
898,Data Science Project: MATLAB for the Real World,https://ru.coursera.org/learn/matlab-capstone,,,,,,2.0,2.0,,0,0,0.0,MathWorks
899,Business Metrics for Data-Driven Companies,https://ru.coursera.org/learn/analytics-business-metrics,4.6,4.76,29.0,29.0,13.0,,2.0,,4,388,97.0,Университет Дьюка
900,Машинное обучение с использованием Python,https://ru.coursera.org/learn/machine-learning-with-python,4.7,4.7,38.0,43.0,18.0,2.0,2.0,,6,1320,220.0,IBM
901,What Is Contemporary Art?,https://ru.coursera.org/learn/contemporary-art,4.7,4.54,,,,1.0,2.0,,6,660,110.0,Музей современного искусства
902,The Future of Payment Technologies,https://ru.coursera.org/learn/paytech,4.7,4.69,,,,1.0,2.0,,4,420,105.0,Мичиганский университет
903,Blockchain and Cryptocurrency Explained,https://ru.coursera.org/learn/crypto-finance,4.6,4.57,,,,1.0,2.0,,4,540,135.0,Мичиганский университет
904,"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",https://ru.coursera.org/learn/credit-tech,4.6,4.72,,,,1.0,2.0,,4,540,135.0,Мичиганский университет
905,Innovations in Investment Technology: Artificial Intelligence,https://ru.coursera.org/learn/invest-tech,4.7,4.85,,,,1.0,2.0,,4,660,165.0,Мичиганский университет
906,Введение в стоматологию,https://ru.coursera.org/learn/dental-medicine-penn,4.8,4.76,40.0,23.0,,1.0,2.0,,7,540,77.14285714285714,Пенсильванский университет
907,Construction Project Management,https://ru.coursera.org/learn/construction-project-management,4.8,4.67,28.0,29.0,17.0,1.0,2.0,,5,568,113.6,Колумбийский университет
908,Building Your Leadership Skills,https://ru.coursera.org/learn/leadership-skills,4.5,4.77,42.0,46.0,,,2.0,,3,840,280.0,Высшая коммерческая школа HEC в Париже
909,Giving Sense to Your Leadership Experience,https://ru.coursera.org/learn/leading-sense,4.6,4.55,,25.0,20.0,,2.0,,4,1140,285.0,Высшая коммерческая школа HEC в Париже
910,Leading Organizations,https://ru.coursera.org/learn/leading-organizations,4.7,4.5,50.0,67.0,14.0,,2.0,,4,1200,300.0,Высшая коммерческая школа HEC в Париже
911,CAPSTONE: Your Leadership Challenge,https://ru.coursera.org/learn/leadership-challenge,4.6,,,11.0,,,2.0,,6,1020,170.0,Высшая коммерческая школа HEC в Париже
912,Negotiation  Fundamentals,https://ru.coursera.org/learn/negotiation-fundamentals,4.7,4.91,,23.0,20.0,1.0,2.0,,4,240,60.0,Школа бизнеса ESSEC 
913,International and Cross-Cultural Negotiation,https://ru.coursera.org/learn/international-negotiation,4.7,4.66,80.0,71.0,25.0,2.0,2.0,,4,360,90.0,Школа бизнеса ESSEC 
914,Mediation and Conflict Resolution,https://ru.coursera.org/learn/conflict-resolution-mediation,4.7,4.63,,,,2.0,2.0,,5,720,144.0,Школа бизнеса ESSEC 
915,"Negotiation, Mediation, and Conflict Resolution - Capstone Project",https://ru.coursera.org/learn/negotiation-project,4.9,,,,,2.0,2.0,,4,660,165.0,Школа бизнеса ESSEC 
916, System Administration and IT Infrastructure Services,https://ru.coursera.org/learn/system-administration-it-infrastructure-services,4.7,4.74,,,,1.0,2.0,,6,1869,311.5,Google
917,Time Value of Money,https://ru.coursera.org/learn/time-value-of-money,4.8,4.92,,,,1.0,2.0,,4,840,210.0,Мичиганский университет
918,Decision Criteria & Applications,https://ru.coursera.org/learn/decision-criteria-and-applications,4.6,4.5,,,,1.0,2.0,,4,1080,270.0,Мичиганский университет
919,Bonds & Stocks,https://ru.coursera.org/learn/bonds-and-stocks,4.6,4.75,,,,1.0,2.0,,4,660,165.0,Мичиганский университет
920,"Risk, Return & Valuation",https://ru.coursera.org/learn/risk-return-and-valuation,4.8,4.64,,,,1.0,2.0,,4,1320,330.0,Мичиганский университет
921,Learn to Speak Korean 1,https://ru.coursera.org/learn/learn-speak-korean1,4.9,4.88,45.0,39.0,12.0,1.0,2.0,,6,1380,230.0,Университет Ёнсе
922,Understanding Financial Statements: Company Position,https://ru.coursera.org/learn/financial-statements?specialization=accounting-fundamentals,4.8,4.8,33.0,40.0,25.0,1.0,2.0,,4,540,135.0,Иллинойсский университет в Урбане-Шампейне
923,Understanding Financial Statements: Company Performance,https://ru.coursera.org/learn/income-statement?specialization=accounting-fundamentals,4.7,4.5,25.0,60.0,25.0,1.0,2.0,,4,480,120.0,Иллинойсский университет в Урбане-Шампейне
924,Accounting for Business Decision Making: Measurement and Operational Decisions,https://ru.coursera.org/learn/business-accounting?specialization=accounting-fundamentals,4.1,,,,,1.0,2.0,,4,840,210.0,Иллинойсский университет в Урбане-Шампейне
925,Accounting for Business Decision Making: Strategy Assessment and Control,https://ru.coursera.org/learn/business-assessment?specialization=accounting-fundamentals,4.2,,,50.0,,1.0,2.0,,4,900,225.0,Иллинойсский университет в Урбане-Шампейне
926,Object-Oriented Data Structures in C++,https://ru.coursera.org/learn/cs-fundamentals-1,4.7,4.75,,,,2.0,2.0,,4,1260,315.0,Иллинойсский университет в Урбане-Шампейне
927,What is news? ,https://ru.coursera.org/learn/what-is-news?specialization=become-a-journalist,4.7,4.67,33.0,38.0,17.0,,2.0,,5,801,160.2,Университет штата Мичиган
928,Gathering and Developing the News,https://ru.coursera.org/learn/gathering-the-news?specialization=become-a-journalist,4.7,4.87,67.0,44.0,,,2.0,,4,960,240.0,Университет штата Мичиган
929,Effectively delivering the news to your audience,https://ru.coursera.org/learn/deliver-the-news?specialization=become-a-journalist,4.8,,50.0,50.0,,2.0,2.0,,5,626,125.2,Университет штата Мичиган
930,"Journalism, the future, and you!",https://ru.coursera.org/learn/international-journalism?specialization=become-a-journalist,4.7,4.68,40.0,33.0,,1.0,2.0,,5,1696,339.2,Университет штата Мичиган
931,Introduction to Artificial Intelligence (AI),https://ru.coursera.org/learn/introduction-to-ai,4.7,4.63,,,,1.0,2.0,,4,480,120.0,IBM
932,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",https://ru.coursera.org/learn/algorithms-divide-conquer,4.8,4.7,36.0,37.0,26.0,2.0,2.0,,4,780,195.0,Стэнфордский университет
933,Using Databases with Python,https://ru.coursera.org/learn/python-databases,4.8,4.88,34.0,34.0,13.0,,2.0,,5,900,180.0,Мичиганский университет
934,Профессиональный сертификат специалиста IBM по привлечению клиентов,https://ru.coursera.org/learn/ibm-customer-engagement-specialist,4.8,4.75,35.0,30.0,,1.0,2.0,,4,1080,270.0,IBM
935,"Autoridad, dirección y liderazgo",https://ru.coursera.org/learn/autoridad?specialization=habilidades,4.7,4.81,36.0,48.0,23.0,1.0,,,5,235,47.0,Национальный автономный университет Мексики
936,Gestión del talento humano,https://ru.coursera.org/learn/gestion-del-talento?specialization=habilidades,4.8,4.8,30.0,29.0,17.0,1.0,,,4,360,90.0,Национальный автономный университет Мексики
937,Orden y manejo del tiempo,https://ru.coursera.org/learn/orden?specialization=habilidades,4.8,4.78,33.0,29.0,20.0,1.0,,,4,366,91.5,Национальный автономный университет Мексики
938,Solución de problemas y toma de decisiones,https://ru.coursera.org/learn/soluciondeproblemas?specialization=habilidades,4.8,4.75,,,,1.0,,,4,360,90.0,Национальный автономный университет Мексики
939,Управление международными организациями ,https://ru.coursera.org/learn/international-organizations-management,4.8,4.56,32.0,33.0,11.0,1.0,2.0,,6,1080,180.0,Университет Женевы
940,EDIVET: Есть ли у вас задатки ветеринара?,https://ru.coursera.org/learn/becoming-a-veterinarian,4.8,4.72,26.0,21.0,,,2.0,,5,441,88.2,Эдинбургский университет
941,Управление инновационной деятельностью,https://ru.coursera.org/learn/innovation-management,4.7,4.54,47.0,35.0,13.0,1.0,2.0,,9,900,100.0,Роттердамский университет им. Эразма
942,Введение в концепцию социально-экологической ответственности,https://ru.coursera.org/learn/sustainability,4.8,4.83,29.0,25.0,,,2.0,,8,1680,210.0,Иллинойсский университет в Урбане-Шампейне
943,Understanding Clinical Research: Behind the Statistics,https://ru.coursera.org/learn/clinical-research,4.8,4.79,23.0,19.0,,,2.0,,6,1680,280.0,Кейптаунский университет
944,Open Source Software Development Methods,https://ru.coursera.org/learn/open-source-software-development-methods,4.5,4.59,60.0,67.0,,1.0,2.0,,3,360,120.0,Linux Foundation
945,Linux for Developers,https://ru.coursera.org/learn/linux-for-developers,4.5,4.46,,,,1.0,2.0,,5,1080,216.0,Linux Foundation
946,Linux Tools for Developers,https://ru.coursera.org/learn/linux-tools-for-developers,4.5,4.4,,,,1.0,2.0,,3,960,320.0,Linux Foundation
947,Using Git for Distributed Development,https://ru.coursera.org/learn/git-distributed-development,4.5,4.23,,,,1.0,2.0,,3,1200,400.0,Linux Foundation
948,Content Strategy for Professionals: Engaging Audiences,https://ru.coursera.org/learn/engagement-strategy?specialization=content-strategy,4.6,4.69,62.0,50.0,17.0,,2.0,,3,420,140.0,Северо-Западный университет
949,Content Strategy for Professionals: Managing Content,https://ru.coursera.org/learn/content-management-strategy?specialization=content-strategy,4.6,4.7,25.0,25.0,,,2.0,,3,360,120.0,Северо-Западный университет
950,Content Strategy for Professionals: Expanding Your Content’s Reach,https://ru.coursera.org/learn/increase-reach?specialization=content-strategy,4.4,,33.0,50.0,,,2.0,,3,300,100.0,Северо-Западный университет
951,Content Strategy for Professionals: Ensuring Your Content's Impact,https://ru.coursera.org/learn/effective-content-strategy?specialization=content-strategy,4.6,4.59,33.0,38.0,20.0,,2.0,,3,360,120.0,Северо-Западный университет
952,Digital Manufacturing & Design,https://ru.coursera.org/learn/digital-manufacturing-design?specialization=digital-manufacturing-design-technology,4.7,4.6,45.0,54.0,18.0,1.0,2.0,,2,360,180.0,Университет штата Нью-Йорк в Баффало
953,Digital Thread: Components,https://ru.coursera.org/learn/digital-thread-components?specialization=digital-manufacturing-design-technology,4.6,4.46,40.0,27.0,11.0,1.0,2.0,,3,600,200.0,Университет штата Нью-Йорк в Баффало
954,Digital Thread: Implementation,https://ru.coursera.org/learn/digital-thread-implementation?specialization=digital-manufacturing-design-technology,4.7,4.8,,50.0,33.0,1.0,2.0,,5,660,132.0,Университет штата Нью-Йорк в Баффало
955,Advanced Manufacturing Process Analysis,https://ru.coursera.org/learn/advanced-manufacturing-process-analysis?specialization=digital-manufacturing-design-technology,4.6,4.44,14.0,14.0,,1.0,2.0,,3,540,180.0,Университет штата Нью-Йорк в Баффало
956,Principles of Sustainable Finance ,https://ru.coursera.org/learn/sustainable-finance,4.7,4.63,,,,2.0,2.0,,9,960,106.66666666666667,Роттердамский университет им. Эразма
957,Разработка лекарственных средств,https://ru.coursera.org/learn/drug-development,4.6,4.55,46.0,42.0,22.0,1.0,2.0,,3,123,41.0,Калифорнийский университет в Сан-Диего
958,Contabilidad para no contadores ,https://ru.coursera.org/learn/contabilidad,4.7,4.85,56.0,53.0,13.0,1.0,,,5,360,72.0,Национальный автономный университет Мексики
959,Oil & Gas Industry Operations and Markets ,https://ru.coursera.org/learn/oilandgas,4.8,4.82,39.0,27.0,15.0,,2.0,,2,360,180.0,Университет Дьюка
960,Feminism and Social Justice,https://ru.coursera.org/learn/feminism-social-justice,4.8,4.86,,,,1.0,2.0,,4,420,105.0,Калифорнийский университет в Санта-Крузе
961,Принципы микроэкономики,https://ru.coursera.org/learn/microeconomics,4.8,4.81,25.0,42.0,33.0,1.0,2.0,,8,1500,187.5,Иллинойсский университет в Урбане-Шампейне
962,Experimental Design Basics,https://ru.coursera.org/learn/introduction-experimental-design-basics,4.9,,,,,2.0,2.0,,5,840,168.0,Университет штата Аризона
963,Factorial and Fractional Factorial Designs,https://ru.coursera.org/learn/factorial-fractional-factorial-designs,,,,,,2.0,2.0,,4,720,180.0,Университет штата Аризона
964,"Response Surfaces, Mixtures, and Model Building",https://ru.coursera.org/learn/response-surfaces-mixtures-model-building,5.0,,,,,2.0,2.0,,4,780,195.0,Университет штата Аризона
965,"Random Models, Nested and Split-plot Designs",https://ru.coursera.org/learn/random-models-nested-split-plot-designs,,,,,,2.0,2.0,,3,540,180.0,Университет штата Аризона
966,"Managing Asthma, Allergies, Diabetes, and Seizures in School",https://ru.coursera.org/learn/managing-asthma-allergies-diabetes-and-seizures-in-school,4.8,4.78,,,,1.0,2.0,,4,840,210.0,Система университетов штата Колорадо
967,"Managing ADHD, Autism, Learning Disabilities, and Concussion in School",https://ru.coursera.org/learn/managing-adhd-autism-learning-disabilities-and-concussion-in-school,4.8,4.71,,50.0,,,2.0,,4,480,120.0,Система университетов штата Колорадо
968,"Providing Social, Emotional, Behavioral, and Special Education Services in School",https://ru.coursera.org/learn/providing-social-emotional-behavioral-and-special-education-services-in-school,4.8,4.5,,,,1.0,2.0,,4,660,165.0,Система университетов штата Колорадо
969,"Healthy Practices: Nutrition, Physical Activity, and Community and Family Participation",https://ru.coursera.org/learn/healthy-practices-nutrition-physical-activity-community-family-participation,4.7,4.7,,,,1.0,2.0,,4,480,120.0,Система университетов штата Колорадо
970,Essentials in Clinical Simulations Across the Health Professions,https://ru.coursera.org/learn/clinicalsimulations,4.8,4.75,,,,2.0,2.0,,7,720,102.85714285714286,Университет Джорджа Вашингтона
971,Практическая безопасность,https://ru.coursera.org/learn/usable-security?specialization=cyber-security,4.5,4.79,27.0,21.0,,,2.0,,7,660,94.28571428571429,Мэрилендский университет в Колледж-Парке
972,Защита программного обеспечения ,https://ru.coursera.org/learn/software-security?specialization=cyber-security,4.6,4.64,33.0,24.0,13.0,,2.0,,6,900,150.0,Мэрилендский университет в Колледж-Парке
973,Криптография,https://ru.coursera.org/learn/cryptography?specialization=cyber-security,4.5,4.58,43.0,40.0,25.0,,2.0,,7,1020,145.71428571428572,Мэрилендский университет в Колледж-Парке
974,Защита аппаратных средств,https://ru.coursera.org/learn/hardware-security?specialization=cyber-security,4.1,4.33,,20.0,25.0,,2.0,,7,780,111.42857142857143,Мэрилендский университет в Колледж-Парке
975,Астрономия: исследуем время и пространство,https://ru.coursera.org/learn/astro,4.8,4.9,30.0,23.0,,1.0,2.0,,11,2640,240.0,Аризонский университет
976,Natural Language Processing in TensorFlow,https://ru.coursera.org/learn/natural-language-processing-tensorflow,4.6,4.67,,,,2.0,2.0,,4,780,195.0,deeplearning.ai
